show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Data_Quality_Notes
s5278,Movie,#Realityhigh,Fernandolebrija,"Nestacooper,Katewalsh,Johnmichaelhiggins,Keithpowers,Aliciasanz,Jakeborelli,Kidink,Youseferakat,Rebekahgraf,Annewinters,Petergilroy,Patrickdavis",Unitedstates,8-Sep-17,2017,TV-14,99min,Comedies,"WhennerdyhighschoolerDanifinallyattractstheinterestofherlongtimecrush,shelandsinthecrosshairsofhisex,asocialmediacelebrity.","Text cleaned, spaces removed, duplicates handled"
s5279,TVShow,Apaches,,"Albertoammann,Eloyazor„≠N,Ver„≥Nicaechegui,Luc„≠Ajim„©Nez,Claudiatraisac",Spain,8-Sep-17,2016,TV-MA,1Season,"Crimetvshows,Internationaltvshows,Spanish-Languagetvshows",AyoungjournalistisforcedintoalifeofcrimetosavehisfatherandfamilyinthisseriesbasedonthenovelbyMiguelS√°ezCarral.,"Text cleaned, spaces removed, duplicates handled"
s5280,Movie,Fabriziocopano:Solopiensoenmi,"Rodrigotoro,Franciscoschultz",Fabriziocopano,Chile,8-Sep-17,2017,TV-MA,60min,Stand-Upcomedy,"FabrizioCopanotakesaudienceparticipationtothenextlevelinthisstand-upsetwhilereflectingonspermbanks,familyWhatsAppgroupsandmore.","Text cleaned, spaces removed, duplicates handled"
s5281,TVShow,Firechasers,,,Unitedstates,8-Sep-17,2017,TV-MA,1Season,"Docuseries,Science&Naturetv","AsCalifornia's2016fireseasonrages,bravebackcountryfirefightersracetoputouttheflames,protecthomesandsavelivesinthisdocuseries.","Text cleaned, spaces removed, duplicates handled"
s5282,Movie,Joaqu„≠Nreyes:Unaynom„°S,Jos„©Miguelcontreras,Joaqu„≠Nreyes,,8-Sep-17,2017,TV-MA,78min,Stand-Upcomedy,"ComedianandcelebrityimpersonatorJoaqu√≠nReyesdecidestobehiszestyselfforanightofstoriesaboutbuses,bathroomhabits,royaltyandmore.","Text cleaned, spaces removed, duplicates handled"
s5283,Movie,Carriepilby,Susanjohnson,"Belpowley,Nathanlane,Vanessabayer,Gabrielbyrne,Jasonritter,Colino'Donoghue,Williammoseley,Desminborges",Unitedstates,5-Sep-17,2016,TV-MA,98min,"Comedies,Dramas","Asociallyawkward19-year-oldgeniusmakesbigplanstostepoutofhershellandmakeafriend,getajoband‚Äìmaybe‚Äìevengoonadate.","Text cleaned, spaces removed, duplicates handled"
s5284,Movie,Marcmaron:Tooreal,Lynnshelton,Marcmaron,Unitedstates,5-Sep-17,2017,TV-MA,70min,Stand-Upcomedy,"Battle-scarredstand-upcomedianMarcMaronunleashesastormofideasaboutmeditation,mortality,documentaryfilmsandourweirdmodernworld.","Text cleaned, spaces removed, duplicates handled"
s5285,TVShow,Notomorrow,,"Joshuasasse,Torianderson,Jonathanlangdon,Sarayublue,Jesserath,Amypietz",Unitedstates,5-Sep-17,2016,TV-PG,1Season,"Romantictvshows,Tvcomedies,Tvdramas","Herstraitjacketedlifeturnedtopsy-turvybyhunkyXavier,Eviediscoversanewfreedom‚Äìeventhoughhermanjustmightbeanend-of-dayscrackpot.","Text cleaned, spaces removed, duplicates handled"
s5286,TVShow,Reign,,"Adelaidekane,Meganfollows,Torrancecoombs,Tobyregbo,Jenessagrant,Celinasinden,Caitlinstasey,Annapopplewell,Alanvansprang,Rossifsutherland,Jonathankeltz,Seanteale,Craigparker",Unitedstates,5-Sep-17,2017,TV-14,4Seasons,Tvdramas,"ThisvividhistoricaldramaseriestellsoftherisetopowerofMary,QueenofScots,amidacourtfullofsexualandpoliticalintrigue.","Text cleaned, spaces removed, duplicates handled"
s5287,TVShow,Frequency,,"Peytonlist,Rileysmith,Mekhiphifer,Devinkelley,Lennyjacobson,Danielbonjour,Anthonyruivivar",Unitedstates,4-Sep-17,2016,TV-14,1Season,"Crimetvshows,Tvdramas,Tvmysteries","Adetectiveseizesapreciousopportunitytochangethepastwhenshefindsshecancommunicatewithherdeceased,estrangedfatherviaatimewarp.","Text cleaned, spaces removed, duplicates handled"
s5288,TVShow,Thevampirediaries,,"Ninadobrev,Paulwesley,Iansomerhalder,Stevenr.Mcqueen,Saracanning,Katgraham,Candiceking,Zachroerig,Michaeltrevino,Matthewdavis,Josephmorgan",Unitedstates,4-Sep-17,2016,TV-14,8Seasons,"Tvdramas,Tvmysteries,Tvsci-Fi&Fantasy","Trappedinadolescentbodies,feudingvampirebrothersStefanandDamonviefortheaffectionofcaptivatingteenagerElena.","Text cleaned, spaces removed, duplicates handled"
s5289,TVShow,Aboynamefloraa,,"Crowdlu,Tsaichen-Nan,Lotuswang,Fanchu-Mei,Hsiehying-Shiuan,Verayen,Cammychiang",Taiwan,1-Sep-17,2017,TV-MA,1Season,"Internationaltvshows,Tvcomedies,Tvdramas",A28-year-oldlayaboutbeginstore-examinehislifewhenhisdysfunctionalfamilyassemblestopayrespectstoadyinggrandmotherwhowon‚Äôtpasson.,"Text cleaned, spaces removed, duplicates handled"
s5290,TVShow,Ahouseofblocks,,"Elishi,Phoebelin,Chenwan-Ting,Fanchen-Fei,Luhsueh-Feng,Figarotseng,Winniechang,Eltenting",Taiwan,1-Sep-17,2017,TV-PG,1Season,"Internationaltvshows,Tvdramas,Tvhorror","YijuanandhermentallyillsisterKaiqistruggletobehappyinthefaceofmisfortune,criminalintrigue,maritalstrife,anexorcismandaghost.","Text cleaned, spaces removed, duplicates handled"
s5291,Movie,Aakhriadaalat,Rajivmehra,"Vinodkhanna,Dimplekapadia,Jackieshroff,Sonam,Vinodmehra,Shafiinamdar,Gulshangrover,Roopeshkumar",India,1-Sep-17,1988,TV-14,148min,"Action&Adventure,Internationalmovies",Anintrepidpoliceinspectorforcedintoadeskjobmusttakemattersintohisownhandswhenruthlesscriminalsarereleasedonatechnicality.,"Text cleaned, spaces removed, duplicates handled"
s5292,Movie,"Aliasjj,Lacelebridaddelmal",,,,1-Sep-17,2017,TV-MA,54min,"Documentaries,Internationalmovies","WitnessesandpublicfiguresrespondtocontroversialclaimsaboutPabloEscobarmadebytheMedell√≠nCartel'ssolesurvivor,JohnJairoVel√°squez.","Text cleaned, spaces removed, duplicates handled"
s5293,Movie,Berserk:Thegoldenagearcii-Thebattlefordoldrey,Toshiyukikubooka,"Hiroakiiwanaga,Takahirosakurai,Toayukinari,Yukikaji,Minakokotobuki,Takahirofujiwara,Yoshiromatsumoto,Kazukiyao,Akitoyosaki,Rikiyakoyama,Kentamiyake,Nobuyukikatsube,Houchuohtsuka,Takayukisugo",Japan,1-Sep-17,2012,TV-MA,92min,"Action&Adventure,Animefeatures,Internationalmovies","Forthreeyears,GutsbelievedhismissionwastopursueGriffith'sdreamtogetherwithhim.ButinordertobecomeGriffith'sequalandtrulybecalledhisfriend,GutsrealizeshewillhavetoleavetheBandoftheHawk.","Text cleaned, spaces removed, duplicates handled"
s5294,Movie,Berserk:Thegoldenagearciii-Theadvent,Toshiyukikubooka,"Hiroakiiwanaga,Takahirosakurai,Toayukinari,Yukikaji,Yoshiromatsumoto,Minakokotobuki,Takahirofujiwara,Kazukiyao,Yuichinakamura,Akitoyosaki,Akiootsuka",Japan,1-Sep-17,2013,TV-MA,107min,"Action&Adventure,Animefeatures,Internationalmovies","AyearafterhelefttheBandoftheHawk,GutsrejoinstheminanepicbattletovanquishtheGodHandandsaveGriffithfromahellishfate.","Text cleaned, spaces removed, duplicates handled"
s5295,Movie,Brother'Sshadow,Todds.Yellin,"Scottcohen,Juddhirsch,Susanfloyd,Elliotkorte,Rubensantiago-Hudson,Jamesmurtaugh,Atoessandoh,Tobyposer,Dianekagan,Johndibenedetto,Jerrymatz,Lisaemery",Unitedstates,1-Sep-17,2006,TV-MA,90min,"Dramas,Independentmovies","Afterservingtimeinjail,adisgracedsonreturnstothefamilybusinessinNewYork,wherehestrugglestofilltheshoesofhislatetwinbrother.","Text cleaned, spaces removed, duplicates handled"
s5296,Movie,Chadijawanibudhenu,,Anand,India,1-Sep-17,1976,TV-PG,135min,"Comedies,Internationalmovies,Romanticmovies","Afterreachinghis40thbirthday,anegotisticalbusinessmankicksoffhismidlifecrisisbydecidingtosecureamistress.","Text cleaned, spaces removed, duplicates handled"
s5297,Movie,Ekjaanhainhum,Rajivmehra,"Rajivkapoor,Divyarana,Shammikapoor,Tanuja,Kiranvairale,Rakeshbedi,Gulshangrover,Montysharma",India,1-Sep-17,1983,TV-14,151min,"Dramas,Internationalmovies,Music&Musicals","Whiletryingtowinoverhisbeloved‚Äôsparents,ayoungmanisaccusedofarson,andhisfathersoonrealizesinsanitymaybehisonlydefense.","Text cleaned, spaces removed, duplicates handled"
s5298,TVShow,Finalfantasyxivdadoflight,,"Yudaichiba,Renosugi,Fumikababa,Yoshihikohakamada,Hatsunorihasegawa,Makoishino",Japan,1-Sep-17,2017,TV-PG,1Season,"Internationaltvshows,Tvdramas",Afatherandsonrekindletheirbondthroughtheonlinerole-playinggameFinalFantasyXIVinthislive-actionseriesbasedonatruestory.,"Text cleaned, spaces removed, duplicates handled"
s5299,TVShow,Gurrenlagann,,"Tetsuyakakihara,Katsuyukikonishi,Marinainoue,Masayaonosaka,Nobuyukihiyama,Shizukaito,Daikinakamura,Kishotaniyama,Rinasato,Kanaueda,Kanaasumi,Mitsukisaiga,Takakohonda,Yukarifukui,Kiyoyukiyanada,Michikoneya,Akiosuyama,Kiyoshikawakubo,Narushiikeda,Andreakwan,Brettweaver,Bridgethoffman,Davebridges,Davidleemckinney,Hyndenwalch,Kylehebert,Michelleruff,Yurilowenthal",Japan,1-Sep-17,2007,TV-14,1Season,"Animeseries,Internationaltvshows","Whenayounglaborerescapestotheworldaboveground,hediscoversaviolentlandinwhichhumansbattlerobotscontrolledbyapower-hungrynoble.","Text cleaned, spaces removed, duplicates handled"
s5300,TVShow,Highrisk,,,Unitedstates,1-Sep-17,1988,TV-PG,1Season,"Docuseries,Realitytv","Fromscientiststosnakehandlers,thisseriesexploreswhatmotivatessomepeopletoputthemselvesinjeopardytoperformextraordinaryfeats.","Text cleaned, spaces removed, duplicates handled"
s5301,Movie,Khoonkhoon,Mohammedhussain,"Dannydenzongpa,Mahendrasandhu,Rekha,Faryal,Helen,Jagdeep",India,1-Sep-17,1973,TV-14,132min,"Action&Adventure,Internationalmovies","Asacrazedkillerblazesatrailofbloodthroughananxiouscity,ahardenedcopaimstotakehimdownbyanymeansinthisremakeof‚ÄúDirtyHarry.‚Äù","Text cleaned, spaces removed, duplicates handled"
s5302,TVShow,Legoelves:Secretsofelvendale,,"Ashleighball,Erinmathews,Rebeccahusain,Kylerideout,Rileymurdock,Vincenttong,Nicoleoliver,Scottmcneil,Kathleenbarr",Unitedstates,1-Sep-17,2017,TV-Y7,1Season,Kids'Tv,"Armedwithapowerfulamulet,ateenageguardianistaskedwithprotectingherlittlesister‚ÄìandallofElvendale.Basedonthepopularwebseries.","Text cleaned, spaces removed, duplicates handled"
s5303,Movie,Littleevil,Elicraig,"Adamscott,Evangelinelilly,Bridgeteverett,Owenatlas,Chrisd'Elia,Donaldfaison,Clancybrown,Tylerlabine,Kylebornheimer,Carlagallo,Bradwilliams,Sallyfield",Unitedstates,1-Sep-17,2017,TV-MA,95min,"Comedies,Horrormovies","Inthishorror-comedy,arecentlymarriedmanwhowantstobondwithhisstepsonbeginstofearthattheboyisademon.","Text cleaned, spaces removed, duplicates handled"
s5304,Movie,Manoranjan,Shammikapoor,"Sanjeevkumar,Zeenataman,Shammikapoor,Devkumar,Madanpuri,Paintal,Asitkumarsen,Agha,Murad,Shefali",India,1-Sep-17,1974,TV-14,162min,"Comedies,Internationalmovies,Music&Musicals","Aftergettingfired,apoliceofficerconnectswithaprostitutehemetonthejobinared-lightdistrictandsetsouttokeepheroffthestreets.","Text cleaned, spaces removed, duplicates handled"
s5305,Movie,Mujrim,Umeshmehra,"Mithunchakraborty,Madhuridixit,Sureshoberoi,Shaktikapoor,Pallavijoshi,Gulshangrover,Amrishpuri,Nutan,Jagdeep,Sharatsaxena",India,1-Sep-17,1989,TV-14,163min,"Action&Adventure,Dramas,Internationalmovies","Jailedasateenager,Shankarhasbeenunabletostayontherightsideofthelaweversince,despitehiswife'spleasandhismother'srejection.","Text cleaned, spaces removed, duplicates handled"
s5306,TVShow,Narcos,,"Wagnermoura,Pedropascal,Boydholbrook,Dami„°Nalc„°Zar,Albertoammann,Franciscodenis,P„™p„™rapazote,Matiasvarela,Michaelstahl-David,Mattwhelan,Arturocastro,Javierc„°Mara,Jos„©Mar„≠Ayazpik,Ericlange,Brettcullen,Miguel„ngelsilvestre,Kerrybish„©,Paulinagait„°N,Cristinauma„±A,Paulinagarc„≠A,Juansebasti„°Ncalero,Joannachristie,Talianavargas,Andrealondo,Manolocardona,Diegocata„±O,Ra„∫lm„©Ndez,Brunobichir,Stephaniesigman,Florencialozano,Juanpabloraba,Leynargomez,Konstantinmelikhov,Martinagarc„≠A,Mauricecompte,Mauriciocujar,Jorgemonterrosa,Germ„°Njaramillo,Juanpabloshuk,Juli„°Nd„≠Az,Alejandrobuitrago,Federicorivera","Unitedstates,Colombia,Mexico",1-Sep-17,2017,TV-MA,3Seasons,"Crimetvshows,Tvaction&Adventure,Tvdramas",ThetruestoryofColombia'sinfamouslyviolentandpowerfuldrugcartelsfuelsthisgrittygangsterdramaseries.,"Text cleaned, spaces removed, duplicates handled"
s5307,Movie,Offline-Daslebenistkeinbonuslevel,Florianschnell,"Moritzjahn,Malaemde,Ugurekeroglu,Davidsch„ºTter,Hanneswegener,Yungngo,Kidakhodrramadan",Germany,1-Sep-17,2016,TV-MA,89min,"Action&Adventure,Comedies,Internationalmovies",CompetitivegamerJanfindshislifethrownforaloopwhenhisbitterrivalhackshisidentityjustbeforeahigh-stakestournament.,"Text cleaned, spaces removed, duplicates handled"
s5308,Movie,Resurface,"Joshizenberg,Wynnpadula",,Unitedstates,1-Sep-17,2017,TV-MA,28min,"Documentaries,Sportsmovies",Asuicidalwarveteranfindslike-mindedsoulsinasurftherapyprogramthathelpstraumatizedsoldiershealwhileridingthewaves.,"Text cleaned, spaces removed, duplicates handled"
s5309,Movie,Rocco,"Thierrydemaizi„®Re,Albanteurlai",Roccosiffredi,France,1-Sep-17,2016,TV-MA,103min,"Documentaries,Internationalmovies",ItalianpornstarRoccoSiffrediisshowcasedinthisdocumentarythatshadowsthelegendaryperformerduringhisfinalyearinfrontofthecamera.,"Text cleaned, spaces removed, duplicates handled"
s5310,Movie,Sohnimahiwal,"Latiffaiziyev,Umeshmehra","Zeenataman,Pran,Tanuja,Poonamdhillon","India,Sovietunion",1-Sep-17,1984,TV-14,160min,"Dramas,Internationalmovies,Romanticmovies","Afterbeingviolentlyseparatedfromthewomanheloves,ayoungmanmustdisguisehimselfinordertokeepmeetingher.","Text cleaned, spaces removed, duplicates handled"
s5311,Movie,Thedistinguishedcitizen,"Gast„≥Nduprat,Marianocohn","Oscarmart„≠Nez,Dadybrieva,Andreafrigerio,Noranavas,Manuelvicente,Bel„©Nchavanne,Marcelod'Andrea,Gustavogarz„≥N","Argentina,Spain",1-Sep-17,2016,TV-MA,113min,"Comedies,Dramas,Internationalmovies","Worriedhe‚Äôslosthisartisticedge,awealthyexpatnovelistreturnstohisbackwaterhometowninArgentina,wherehe‚Äôsregardedasalocalhero.","Text cleaned, spaces removed, duplicates handled"
s5312,Movie,Theguardianbrothers,Garywang,"Edwardnorton,Danfogler,Mikebirbiglia,Bellathorne,Randallpark,Melbrooks,Nicolekidman,Merylstreep",China,1-Sep-17,2016,TV-G,86min,"Children&Familymovies,Comedies","WhenaChinesefamily'ssoupshopistargetedforsabotagebyacompetitor,twoguardiansfromthespiritworldleaveretirementtoprotectthem.","Text cleaned, spaces removed, duplicates handled"
s5313,Movie,Thelastshaman,Razdegan,Jamesfreeman,"Unitedkingdom,Italy,Israel,Peru,Unitedstates",1-Sep-17,2016,TV-14,83min,"Documentaries,Internationalmovies","Inalast-ditchefforttopreventsuicide,aclinicallydepressedyoungmantravelstotheAmazontoengageinanancienthallucinatoryritual.","Text cleaned, spaces removed, duplicates handled"
s5314,Movie,Thelostbrother,Israeladri„°Ncaetano,"Leonardosbaraglia,Danielhendler,√ngelamolina,Ali„°Ndevetac,Pablocedr„≥N,Alejandraflechner","Argentina,Uruguay,Spain,France",1-Sep-17,2017,TV-MA,113min,"Dramas,Internationalmovies","Whilesettlingtheaffairsofhismurderedmotherandbrother,amanpartnerswithalocalthuginalifeinsurancescam,puttinghimonadarkpath.","Text cleaned, spaces removed, duplicates handled"
s5315,Movie,Todosobreelasado,"Marianocohn,Gast„≥Nduprat",Elnegro„lvarez,Argentina,1-Sep-17,2016,TV-MA,86min,"Documentaries,Internationalmovies","ThisquirkyexaminationofArgentina'sculture,customsandcuisineslicesintothecountry'straditionalbarbecue‚Äìwhichisbothmealandritual.","Text cleaned, spaces removed, duplicates handled"
s5316,Movie,Ryanhamilton:Happyface,Marcusraboy,Ryanhamilton,Unitedstates,29-Aug-17,2017,TV-14,57min,Stand-Upcomedy,"Small-townimportRyanHamiltoncharmsNewYorkwithfolksycomicobservationsonbig-citylife,hot-airballooningandgoingtoDisneyWorldalone.","Text cleaned, spaces removed, duplicates handled"
s5317,Movie,Buster'Smalheart,Sarahadinasmith,"Ramimalek,Djqualls,Katelynsheil,Sukhabellepotter,Tobyhuss,Linshaye,Markkelly,Brucebundy,Teresayenque,Sandraellislafferty,Nicholaspryor",Unitedstates,26-Aug-17,2016,TV-MA,98min,"Independentmovies,Thrillers","Ontherunfromauthorities,atroubledmanrecallsthemysteriousevents‚Äìandthestrangedrifter‚Äìthatinspiredhisunusualtransformation.","Text cleaned, spaces removed, duplicates handled"
s5318,Movie,Berlinsyndrome,Cateshortland,"Matthiashabich,Maxriemelt,Teresapalmer,Luciearon,Emmabading",Australia,25-Aug-17,2017,R,116min,"Internationalmovies,Thrillers",Whatstartsasapassionateone-nightstandquicklyturnssinisterwhenClarelearnsshe'slockedinsideAndi'sapartmentwithnowayout.,"Text cleaned, spaces removed, duplicates handled"
s5319,Movie,Deathnote,Adamwingard,"Willemdafoe,Natwolff,Lakeithstanfield,Margaretqualley,Sheawhigham,Paulnakauchi,Jasonliles",Unitedstates,25-Aug-17,2017,TV-MA,100min,"Horrormovies,Thrillers","LightTurnerfindsasupernaturalnotebookandusesittometeoutdeath,attractingtheattentionofadetective,ademonandagirlinhisclass.","Text cleaned, spaces removed, duplicates handled"
s5320,Movie,Lynnekoplitz:Hormonalbeast,Marcusraboy,Lynnekoplitz,Unitedstates,22-Aug-17,2017,TV-MA,51min,Stand-Upcomedy,"UnabashedcomedianLynneKoplitzoffersawoman'stakeonbeingcrazy,thebenefitsofchildlessnessandthethreethingsallmenreallywant.","Text cleaned, spaces removed, duplicates handled"
s5321,TVShow,Dinotrux,,"Andrewfrancis,Richardiancox,Ashleighball,Matthill,Briandrummond,Pauldobson",Unitedstates,18-Aug-17,2017,TV-Y7,5Seasons,Kids'Tv,"Halfdinosaur,halfconstructiontruck,full-onfun!WatchgiantTyRux,hislittlebuddyRevvitandthecrewcomeface-to-facewithevilD-Structs.","Text cleaned, spaces removed, duplicates handled"
s5322,TVShow,Marvel'Sthedefenders,,"Charliecox,Krystenritter,Mikecolter,Finnjones,Sigourneyweaver,Elodieyung,Eldenhenson,Jessicahenwick,Simonemissick,Rachaeltaylor,Deborahannwoll,Rosariodawson,Carrie-Annemoss,Ekadarville,Scottglenn",Unitedstates,18-Aug-17,2017,TV-MA,1Season,"Crimetvshows,Tvaction&Adventure,Tvdramas","Daredevil,JessicaJones,LukeCageandIronFistjoinforcestotakeoncommonenemiesasasinisterconspiracythreatensNewYorkCity.","Text cleaned, spaces removed, duplicates handled"
s5323,Movie,Undefeated,"Daniellindsay,T.J.Martin","Montrail'Money'Brown,O.C.Brown,Billcourtney,Chavisdaniels",Unitedstates,18-Aug-17,2011,PG-13,113min,"Documentaries,Sportsmovies",Aninspirationalprofileofaninner-cityhighschoolfootballteam'svaliantefforttoreachtheschool'sfirst-everplayoffgame.,"Text cleaned, spaces removed, duplicates handled"
s5324,Movie,Whathappenedtomonday,Tommywirkola,"Noomirapace,Willemdafoe,Glennclose,Marwankenzari,Christianrubeck,P„•Lsverrehagen,Tomiwaedun,Cassieclare,Cameronjack,Clararead,Robertwagner","Unitedkingdom,France,Unitedstates,Belgium",18-Aug-17,2017,TV-MA,124min,"Action&Adventure,Sci-Fi&Fantasy","Inafuturewithastrictone-childpolicy,sixseptupletsmustavoidgovernmentdetectionwhilesearchingfortheirmissingsister.","Text cleaned, spaces removed, duplicates handled"
s5325,TVShow,20Minutes,,"Tubab„ºY„ºK„ºSt„ºN,Ilkeraksum,B„ºLenteminyarar,ƒ∞Pekbilgin,M„ºJdeuzman,Firat„áElik,Aytenuncuoglu,Cihattamer",Turkey,15-Aug-17,2013,TV-MA,1Season,"Crimetvshows,Internationaltvshows,Tvdramas","Whenhiswifeisconvictedofmurder,ahorrifiedfamilymanracestoproveherinnocencewhileadoggedinvestigatorsetsouttouncoverthetruth.","Text cleaned, spaces removed, duplicates handled"
s5326,Movie,Bradpaisley'Scomedyrodeo,Jaychapman,"Bradpaisley,Natebargatze,Johnheffron,Jonreep,Sarahtiana,Mikee.Winfield",Unitedstates,15-Aug-17,2017,TV-MA,63min,"Music&Musicals,Stand-Upcomedy","CountrymusicstarBradPaisleyhostsanightofmusicandlaughswithcomicsNateBargatze,JohnHeffron,JonReep,SarahTianaandMikeE.Winfield.","Text cleaned, spaces removed, duplicates handled"
s5327,Movie,Colinquinn:Unconstitutional,Jaychapman,Colinquinn,Unitedstates,15-Aug-17,2015,TV-MA,56min,Stand-Upcomedy,NewYorkcomedianColinQuinnwritesandstarsinthisliveone-manstageshowthatdissectsanddeconstructsU.S.constitutionalhistory.,"Text cleaned, spaces removed, duplicates handled"
s5328,TVShow,Millionyenwomen,,"Yojironoda,Rilafukushima,Renamatsui,Miwakowagatsuma,Renatakeda,Yukoaraki,Yuyaendo,Kaitoyoshimura,Moekahoshi,Juriihata,Marikotsutsui,Kanjifurutachi,Tetsuhiroikeda,Takashiyamanaka,Tomoyanakamura,Lilyfranky",Japan,15-Aug-17,2017,TV-MA,1Season,"Crimetvshows,Internationaltvshows,Tvdramas","FivebeautifulbutmysteriouswomenmoveinwithunsuccessfulnovelistShin,whomanagestheiroddhouseholdinexchangeforatidymonthlysum.","Text cleaned, spaces removed, duplicates handled"
s5329,Movie,Theoutcasts,Peterhutchings,"Victoriajustice,Edensher,Ashleyrickards,Claudialee,Katiechang,Peytonlist,Jazmynrichardson,Avanjogia,Willpeltz",Unitedstates,14-Aug-17,2017,TV-14,94min,Comedies,"Afterfailingtostrikeatrucewiththeirschool'squeenbee,twomisfitbestfriendsleadanerduprisingthatturnssocialhierarchyonitshead.","Text cleaned, spaces removed, duplicates handled"
s5330,Movie,Chocolatecity:Vegasstrip,Jean-Claudelamarre,"Robertri'Chard,Darrindewitthenson,Ginuwine,Gilbertsaldivar,Keithcarlos,Michaelbolwaire,Willietaylor,Michaeljaiwhite,Vivicaa.Fox,Mekhiphifer",Unitedstates,12-Aug-17,2017,TV-MA,90min,Dramas,"TheexoticdancersfromChocolateCitygetbacktogetherforatriptoLasVegasandachanceat$500,000inprizemoney.","Text cleaned, spaces removed, duplicates handled"
s5331,Movie,Losherederos,Jorgehernandezaldana,"M„°Ximohollander,Sebasti„°Naguirre,√örsulapruneda,Rodrigomendoza,Germ„°Nbracco,Tom„°Smanterola,Reginasoto,Diegovel„°Zquez,M„≥Nicadelcarmen,Jos„©Eg„ºEz,Pablocruz",Mexico,12-Aug-17,2015,TV-MA,71min,"Dramas,Internationalmovies","Spurredbyboredomandpeerpressure,agroupofsuburbanteensbecomesincreasinglyviolentandfindtheirpathsintersectingthoseoftheirparents.","Text cleaned, spaces removed, duplicates handled"
s5332,Movie,Naked,Michaeltiddes,"Marlonwayans,Reginahall,Dennishaysbert,Lorettadevine,Elizacoupe,Scottfoley,J.T.Jackson,Brianmcknight,Coryhardrict,Neilbrownjr.,Davidsheridan,Minkakelly",Unitedstates,11-Aug-17,2017,TV-14,97min,"Comedies,Romanticmovies","Rob'smadlyinloveandabouttobemarried.Unfortunately,he'salsonaked,stuckinanelevatorandcaughtinatimeloop.","Text cleaned, spaces removed, duplicates handled"
s5333,Movie,Demonic,Willcanon,"Mariabello,Frankgrillo,Codyhorn,Dustinmilligan,Meganpark,Scottmechlowicz,Aaronyoo,Alexgoode,Terencerosemore,Jessesteccato",Unitedstates,10-Aug-17,2015,R,83min,"Horrormovies,Independentmovies","Whenamateurghosthuntersvisitanabandonedhouse,theirinvestigationturnsintoamassacre,leavingquestionsforadetectiveandapsychologist.","Text cleaned, spaces removed, duplicates handled"
s5334,Movie,Thesaint,Erniebarbarash,"Adamrayner,Elizadushku,Ianogilvy,Jamesremar,Rogermoore,Enriquemurciano,Thomaskretschmann,Beatricerosen,Greggrunberg,Yanigellman",Unitedstates,10-Aug-17,2017,TV-14,92min,Action&Adventure,"MasterthiefSimonTemplar‚ÄìalsoknownastheSaint‚Äìishiredbyawealthybankertofindhiskidnappeddaughter,butnotallisasitseems.","Text cleaned, spaces removed, duplicates handled"
s5335,Movie,Baahubali2:Theconclusion(Hindiversion),S.S.Rajamouli,"Prabhas,Ranadaggubati,Anushkashetty,Tamannaahbhatia,Sathyaraj,Ramyakrishnan,Nassar,Subbaraju",India,7-Aug-17,2017,TV-MA,165min,"Action&Adventure,Dramas,Internationalmovies","Toavengehisfather'sdeath,ayoungmanleadsanarmyintobattleagainstacrueltyrantinthisHindiconclusiontothehistoricsaga.","Text cleaned, spaces removed, duplicates handled"
s5336,Movie,Baahubali2:Theconclusion(Malayalamversion),S.S.Rajamouli,"Prabhas,Ranadaggubati,Anushkashetty,Tamannaahbhatia,Sathyaraj,Ramyakrishnan,Nassar,Subbaraju",,7-Aug-17,2017,TV-14,166min,"Action&Adventure,Dramas,Internationalmovies","Toavengehisfather'sdeath,ayoungmanleadsanarmyintobattleagainstacrueltyrantinthisMalayalamconclusiontothehistoricsaga.","Text cleaned, spaces removed, duplicates handled"
s5337,Movie,Baahubali2:Theconclusion(Tamilversion),S.S.Rajamouli,"Prabhas,Ranadaggubati,Anushkashetty,Tamannaahbhatia,Sathyaraj,Ramyakrishnan,Nassar,Subbaraju",,7-Aug-17,2017,TV-MA,166min,"Action&Adventure,Dramas,Internationalmovies","Toavengehisfather'sdeath,ayoungmanleadsanarmyintobattleagainstacrueltyrantinthisTamilconclusiontothehistoricsaga.","Text cleaned, spaces removed, duplicates handled"
s5338,Movie,Baahubali:Thebeginning(Hindiversion),S.S.Rajamouli,"Prabhas,Ranadaggubati,Anushkashetty,Tamannaahbhatia,Sathyaraj,Nassar,Ramyakrishnan,Sudeep",India,7-Aug-17,2015,TV-14,159min,"Action&Adventure,Dramas,Internationalmovies",VillagersinthekingdomofMahismatirescueababywhoisdestinedtoembarkonaheroicquestinthisHindiversionofS.S.Rajamouli'sepic.,"Text cleaned, spaces removed, duplicates handled"
s5339,Movie,Baahubali:Thebeginning(Malayalamversion),S.S.Rajamouli,"Prabhas,Ranadaggubati,Anushkashetty,Tamannaahbhatia,Sathyaraj,Nassar,Ramyakrishnan,Sudeep",,7-Aug-17,2015,TV-14,160min,"Action&Adventure,Dramas,Internationalmovies",VillagersinthekingdomofMahismatirescueababywhoisdestinedtoembarkonaheroicquestinthisMalayalamversionofS.S.Rajamouli'sepic.,"Text cleaned, spaces removed, duplicates handled"
